Perm,CUSIP,SIC,ISSUER_NAME,SHARES,PRICE,OFFER_SIZE,ISSUE_DATE,ANNOUNCEMENT_DATE,PERIOD
62114,71222110,5812,PEOPLES RESTAURANTS INC,700000,4.625,3.238,1982-05-17,1982-05-06,11.0
62114,71222110,5812,PEOPLES RESTAURANTS INC,2000000,8.125,16.25,1982-09-21,1982-08-19,33.0
62149,71361110,3690,PERCEPTRONICS INC,400000,7.0,2.8,1985-06-24,1985-04-25,60.0
50550,71383910,1629,PERINI CORP,470000,33.0,15.51,1989-06-13,1989-04-28,46.0
61823,71461110,5912,PERRY DRUG STORES INC,300000,13.25,3.975,1978-09-26,,
62261,71533410,3841,PERSONAL DIAGNOSTICS INC,700000,7.5,5.25,1984-02-03,1983-10-06,120.0
62261,71533410,3841,PERSONAL DIAGNOSTICS INC,1250000,2.5,3.125,1989-12-19,,
55415,71536110,3573,PERTEC COMPUTER CORP,1000000,10.875,10.875,1978-06-28,,
49576,71643410,5631,PETRIE STORES CORP,2000000,49.25,98.5,1985-12-18,1985-12-12,6.0
62360,71658310,7359,PETROLEUM EQUIP TOOLS CO,800000,30.75,24.6,1980-07-02,1980-06-06,26.0
57728,71645110,1311,PETRO-LEWIS CORP,1000000,35.375,35.375,1980-12-05,1980-11-21,14.0
62499,71692110,5122,PHARMACY CORP OF AMER,700000,3.75,2.625,1983-08-24,,
17806,71726510,3331,PHELPS DODGE CORP,2500000,20.0,50.0,1985-04-03,1985-03-14,20.0
60679,69332010,7513,PHH GROUP INC,900000,35.625,32.063,1980-11-13,1980-10-21,23.0
13901,71815410,2111,PHILIP MORRIS COS INC,2000000,48.625,97.25,1975-03-17,1975-03-06,11.0
13901,71815410,2111,PHILIP MORRIS COS INC,2000000,67.625,135.25,1978-07-13,,
42753,71832010,3442,PHILIPS INDUSTRIES INC,1000000,22.75,22.75,1985-06-12,1985-05-31,12.0
62712,71909510,3089,PHOENIX MEDICAL TECHNOL,400000,8.75,3.5,1987-10-07,1987-09-01,36.0
62755,71920710,3661,PHONE-MATE INC,600000,10.5,6.3,1983-08-09,1983-05-06,95.0
64338,71988410,5065,PICO PRODUCTS INC,850000,7.25,6.163,1982-06-30,1982-05-10,51.0
64338,71988410,5065,PICO PRODUCTS INC,750000,21.625,16.219,1983-06-15,1983-05-19,27.0
60564,72010110,4511,PIEDMONT AVIATION INC,1300000,30.0,39.0,1985-04-19,1985-04-04,15.0
16360,72151010,2045,PILLSBURY COMPANY,1000000,39.875,39.875,1976-02-25,,
24459,72447910,3579,PITNEY BOWES INC,1100000,27.5,30.25,1981-08-11,1981-07-13,29.0
63221,72590110,5812,PIZZA VENTURES INC,800000,10.5,8.4,1982-10-27,1982-10-05,22.0
40360,73019610,5411,PNEUMO CORP,1400000,26.375,36.925,1983-05-19,1983-05-11,8.0
63475,73108610,5051,POLARIS OIL & GAS INC,5000000,0.1,0.5,1978-07-13,,
63483,73110810,7372,POLICY MGT SYS CORP,1000000,59.0,59.0,1983-07-07,1983-06-27,10.0
53102,73243610,5812,PONDEROSA INC,1000000,20.5,20.5,1982-10-05,1982-09-27,8.0
53102,73243610,5812,PONDEROSA INC,1500000,20.875,31.313,1984-06-05,1984-05-16,20.0
63686,73740710,3569,POSSIS CORP,250000,8.75,2.188,1983-04-19,1983-03-07,43.0
63830,74018910,3339,PRECISION CASTPARTS CORP,400000,13.5,5.4,1979-06-26,,
63830,74018910,3339,PRECISION CASTPARTS CORP,400000,26.0,10.4,1983-06-29,,
63749,74101610,1311,PRESIDIO OIL CO,750000,6.625,4.969,1980-04-30,1980-02-04,86.0
54447,74156210,7011,PRIME MOTOR INNS INC,300000,12.25,3.675,1980-12-23,1980-11-17,36.0
54447,74156210,7011,PRIME MOTOR INNS INC,350000,14.0,4.9,1981-09-15,1981-08-06,40.0
54447,74156210,7011,PRIME MOTOR INNS INC,1000000,17.625,17.625,1982-09-10,1982-09-07,3.0
54447,74156210,7011,PRIME MOTOR INNS INC,750000,29.0,21.75,1983-06-06,1983-02-25,101.0
64195,74257810,3577,PRINTRONIX INC,370000,17.5,6.475,1980-06-17,1980-05-14,34.0
64195,74257810,3577,PRINTRONIX INC,500000,26.0,13.0,1982-11-23,1982-05-12,195.0
64486,74367410,6311,PROTECTIVE CORP,1050000,34.75,36.488,1984-12-05,1984-11-15,20.0
91265,74383210,6311,PROVIDENT AMERICAN CORP,750000,4.25,3.188,1986-06-26,1986-05-23,34.0
64742,74622810,3580,PURECYCLE CORP,800000,1.875,1.5,1981-10-15,1981-07-27,80.0
65067,74791410,3845,Q-MED INC,300000,17.0,5.1,1986-04-28,1986-04-02,26.0
42307,74762010,3317,QUANEX CORP,850000,24.25,20.612,1981-01-12,1980-12-19,24.0
65083,74834610,3841,QUEST MEDICAL INC,1000000,8.75,8.75,1982-12-15,1982-11-17,28.0
27756,74835610,1311,QUESTAR CORP,1500000,38.625,57.938,1987-05-22,1987-05-04,18.0
65198,74912010,6200,QUOTRON SYSTEMS INC,700000,28.5,19.95,1980-12-09,1980-11-24,15.0
65198,74912010,6200,QUOTRON SYSTEMS INC,900000,29.5,26.55,1982-11-16,1982-11-12,4.0
65438,75031010,3663,RADIATION SYSTEMS INC,225000,17.0,3.825,1981-01-27,1980-12-05,53.0
65438,75031010,3663,RADIATION SYSTEMS INC,260000,21.25,5.525,1981-07-08,1981-06-22,16.0
65438,75031010,3663,RADIATION SYSTEMS INC,850000,14.125,12.006,1986-03-21,1986-03-07,14.0
65446,74973910,7397,RADIATION TECHNOLOGY INC,300000,15.5,4.65,1981-04-22,,
65622,75187410,3577,RAMTEK CORP,600000,11.75,7.05,1980-05-22,,
50809,75200610,1021,RANCHERS EXPL & DEVELOP,450000,34.125,15.356,1983-07-15,1983-06-02,43.0
65665,75218510,6723,RAND CAPITAL CORP,200000,11.375,2.275,1981-04-02,1981-02-12,49.0
52775,75280510,1311,RANGER OIL LTD,1300000,14.5,18.85,1979-03-14,,
54498,75322810,3559,RANSBURG CORP,1000000,31.75,31.75,1981-01-16,1981-01-06,10.0
64346,75460310,3496,RAYCHEM CORP,125000,226.0,28.25,1975-09-10,,
27406,75472110,1629,RAYMOND INTERNATL INC,1000000,28.75,28.75,1980-10-29,1980-10-09,20.0
46228,75528180,1381,READING & BATES OFFSH DR,950000,19.25,18.288,1975-09-25,,
61620,75623110,3573,RECOGNITION EQUIP INC,1250000,13.25,16.563,1983-08-04,1983-06-02,63.0
61620,75623110,3573,RECOGNITION EQUIP INC,1750000,13.25,23.188,1984-11-07,1984-10-19,19.0
58771,75875010,3545,REGAL-BELOIT CORP,900000,16.5,14.85,1988-12-06,1988-11-04,32.0
66211,75914710,8060,REHAB HOSPITAL SVCS CORP,700000,14.0,9.8,1983-10-28,1983-09-01,57.0
66369,75990310,3825,RELIABILITY INC,500000,9.875,4.938,1984-05-08,1984-02-23,75.0
11521,75991710,3572,RENAISSANCE GRX INC,1600000,2.25,3.6,1988-10-13,1988-09-01,42.0
66422,76028010,5013,REPUBLIC AUTOMOTIVE PTS,600000,10.5,6.3,1981-12-18,1981-11-24,24.0
10546,76032610,6035,REPUBLIC CAPITAL GRP INC,220681,16.5,3.641,1989-11-13,,
91476,76126110,5812,RESTAURANT MGT SVCS INC,400000,12.5,5.0,1985-09-19,1985-08-29,21.0
66705,39307010,3573,REUTER INC,500000,15.25,7.625,1981-06-22,1981-05-21,32.0
91484,76167220,7373,REXCOM SYSTEMS INC,25000000,0.1,2.5,1986-09-08,,
91484,76167220,7373,REXCOM SYSTEMS INC,20000000,0.065,1.3,1988-12-16,,
66801,76190110,3572,REXON INC,2000000,13.25,26.5,1987-04-07,1987-02-19,47.0
66799,76169510,3571,REYNOLDS & REYNOLDS CO,1350000,31.0,41.85,1986-07-21,1986-06-23,28.0
66828,76235710,5712,RHODES INC,900000,14.5,13.05,1983-10-26,1983-06-08,140.0
66828,76235710,5712,RHODES INC,1250000,26.5,33.125,1986-05-28,1986-05-15,13.0
51297,76256210,3792,RIBLET PRODUCTS CORP,400000,16.5,6.6,1983-09-08,1983-08-02,37.0
66967,76657010,6021,RIGGS NATIONAL CORP,1750000,33.5,58.625,1986-04-03,1986-03-12,22.0
64098,76709410,1381,RIO GRAND DRILLING CO,1000000,2.5,2.5,1983-11-01,1983-09-15,47.0
65294,74960710,6321,RLI CORP,825000,15.25,12.581,1985-08-15,1985-07-31,15.0
67300,77081010,3678,ROBINSON NUGENTS INC,300000,15.75,4.725,1984-04-26,,
62296,77341510,8351,ROCKING HORSE CHLD CARE,1250000,4.0,5.0,1987-10-01,1987-08-18,44.0
25312,77542210,3728,ROHR INDUSTRIES,1000000,14.375,14.375,1979-04-30,,
64477,77570910,7011,ROLLINS ENVIRONL SVCS,700000,18.0,12.6,1983-06-24,1983-06-01,23.0
64477,77570910,7011,ROLLINS ENVIRONL SVCS,900000,34.625,31.163,1987-03-06,1987-02-27,7.0
60572,77578410,3573,ROLM CORP,1200000,36.25,43.5,1980-08-26,1980-08-12,14.0
60572,77578410,3573,ROLM CORP,3500000,46.25,161.875,1983-02-15,1983-02-10,5.0
67620,77776410,5331,ROSE'S STORES INC,675000,22.0,14.85,1983-11-16,1983-09-26,51.0
67652,03070M10,2269,ROSPATCH CORP,500000,15.25,7.625,1984-09-20,1984-08-28,23.0
91572,77890110,8082,ROTECH MEDICAL CORP,400000,4.625,1.85,1986-11-06,1986-09-12,55.0
45495,77938210,1381,ROWAN COS INC,8000000,7.375,59.0,1987-05-12,1987-04-20,22.0
65307,74968510,2851,RPM INC,2000000,14.125,28.25,1985-10-25,1985-10-04,21.0
49517,74973810,3612,RTE CORP,1500000,12.75,19.125,1983-03-04,1983-02-17,15.0
68049,78351910,5812,RYAN'S FAMILY STEAK HOUS,800000,20.75,16.6,1986-08-01,1986-07-22,10.0
27633,78354910,7513,RYDER SYSTEM INC,2400000,34.75,83.4,1981-06-23,1981-06-04,19.0
27633,78354910,7513,RYDER SYSTEM INC,3500000,30.0,105.0,1986-10-23,1986-10-15,8.0
68102,41313610,3669,SAB HARMON INDUS INC,1000000,8.25,8.25,1985-10-10,1985-08-22,49.0
68452,78644410,8000,SAFEGUARD HEALTH ENTERPR,700000,19.0,13.3,1985-08-26,1985-08-15,11.0
46340,78644910,2761,SAFEGUARD SCIENTIFICS,1600000,5.0,8.0,1983-08-24,1983-08-23,1.0
17291,78651410,5411,SAFEWAY STORES INC,5000000,27.5,137.5,1983-05-04,1983-04-25,9.0
68698,79646910,3661,SAN/BAR CORP,500000,10.0,5.0,1981-09-03,1981-07-31,34.0
42999,79985010,3662,SANDERS ASSOCIATES INC,800000,41.75,33.4,1980-02-20,1980-01-28,23.0
56186,78387810,8999,SCA SERVICES INC,1500000,16.0,24.0,1980-09-09,1980-08-07,33.0
14277,80685710,1381,SCHLUMBERGER LTD,2000000,80.0,160.0,1975-07-29,,
69156,80707610,2731,SCHOLASTIC INC,300000,35.0,10.5,1983-06-09,1983-05-16,24.0
12253,80819610,5411,SCHULTZ SAV-O STORES INC,650000,15.0,9.75,1989-03-23,1989-02-22,29.0
68161,78389010,3812,SCI SYSTEMS INC,450000,18.75,8.438,1981-10-08,1981-08-19,50.0
49007,80863810,7392,SCIENCE MANAGEMENT CORP,600000,24.875,14.925,1983-06-02,1983-05-11,22.0
45671,80865510,3662,SCIENTIFIC ATLANTA INC,350000,31.125,10.894,1978-09-26,,
45671,80865510,3662,SCIENTIFIC ATLANTA INC,600000,38.625,23.175,1979-11-30,1979-11-19,11.0
45671,80865510,3662,SCIENTIFIC-ATLANTA INC,1800000,26.5,47.7,1981-12-17,1981-12-10,7.0
69439,80938810,4841,SCOTT CABLE COMMUNS,800000,8.25,6.6,1985-09-18,1985-08-20,29.0
18032,80987710,2621,SCOTT PAPER CO,4000000,19.375,77.5,1976-07-29,,
18032,80987710,2621,SCOTT PAPER CO,3750000,22.5,84.375,1983-05-24,1983-05-18,6.0
49832,81062310,5211,SCOTTY'S INC,900000,28.75,25.875,1982-12-02,1982-11-22,10.0
60134,81173710,6711,SEAFIRST CORP,1500000,26.0,39.0,1978-06-06,,
69607,81180410,3572,SEAGATE TECHNOLOGY,3000000,24.875,74.625,1983-02-09,1983-01-28,12.0
61049,81211510,3079,SEALED AIR CORP,500000,32.375,16.188,1981-03-26,,
14322,81238710,5311,SEARS ROEBUCK & CO,7500000,44.25,331.875,1986-09-04,1986-07-28,38.0
69877,81512610,3669,SECURITY TAG SYSTEMS INC,400000,7.0,2.8,1983-12-20,1983-10-21,60.0
69885,81577910,3674,SEEQ TECHNOLOGY INC,2500000,7.25,18.125,1988-04-20,1988-03-23,28.0
61655,81606810,7372,SEISCOM DELTA INC,800000,29.75,23.8,1980-12-18,1980-12-04,14.0
51625,81756510,7261,SERVICE CORP INTERNATL,1350000,35.75,48.263,1983-02-08,1983-01-21,18.0
70114,81790810,1389,SERVICE FRACTURING CO,1200000,5.75,6.9,1989-12-15,1989-11-01,44.0
70077,81758710,5961,SERVICE MERCHANDISE CO,1000000,22.5,22.5,1982-10-20,1982-10-15,5.0
54412,82028610,3271,SHAW INDUSTRIES INC,1000000,17.0,17.0,1983-04-06,1983-03-28,9.0
54412,82028610,3271,SHAW INDUSTRIES INC,650000,19.75,12.838,1983-11-17,,
70261,82048010,6022,SHAWMUT CORP,1000000,29.5,29.5,1984-10-12,1984-09-25,17.0
70384,82504110,5812,SHONEY'S SOUTH INC,1300000,15.25,19.825,1986-07-23,1986-06-17,36.0
36484,82510110,5411,SHOPWELL INC,300000,27.5,8.25,1983-03-22,1983-03-11,11.0
56434,82539010,7011,SHOWBOAT INC,1000000,20.125,20.125,1986-06-27,1986-05-29,29.0
70552,82661310,3080,SIGMAFORM CORP,400000,19.0,7.6,1980-12-23,1980-11-13,40.0
70624,82705810,3674,SILICON SYSTEMS INC,1000000,9.25,9.25,1982-12-13,1982-11-10,33.0
70659,82707920,3674,SILICONIX INC,300000,17.625,5.288,1979-06-07,,
70667,82727910,3674,SILTEC CORP,600000,12.5,7.5,1983-02-08,1982-12-08,62.0
60345,82836010,3448,SILVERCREST INDUSTRIES,500000,11.625,5.813,1983-06-22,1983-05-05,48.0
40985,82867510,3823,SIMMONDS PRECISION PRODS,600000,16.125,9.675,1979-05-02,,
70835,83014010,5812,SIZZLER RESTAURANTS INTL,1100000,25.5,28.05,1986-06-20,1986-06-12,8.0
70843,83071510,5812,SKIPPER'S INC,500000,11.75,5.875,1983-05-19,1983-04-18,31.0
45794,83211010,3533,SMITH INTERNATIONAL INC,1083850,31.875,34.548,1976-03-22,,
45794,83211010,3533,SMITH INTERNATIONAL INC,2000000,50.0,100.0,1980-11-06,1980-10-22,15.0
67345,77107410,3832,SOLID PHOTOGRAPHY INC,450000,5.5,2.475,1980-10-30,,
71096,83426910,5399,SOLOMON SAM CO INC,450000,10.25,4.613,1978-08-30,,
71205,83575610,3480,SOONER DEFENSE OF FL,830000,6.875,5.706,1986-10-30,1986-08-28,63.0
49437,84129710,2061,SOUTHDOWN INC,3000000,21.0,63.0,1988-09-22,1988-08-26,27.0
71563,84344410,6021,SOUTHERN NATIONAL CORP,550000,21.25,11.688,1985-08-08,1985-07-23,16.0
58683,84474110,4511,SOUTHWEST AIRLINES CO,600000,29.0,17.4,1980-09-25,1980-09-12,13.0
58683,84474110,4511,SOUTHWEST AIRLINES CO,750000,53.125,39.844,1981-04-15,1981-04-09,6.0
58683,84474110,4511,SOUTHWEST AIRLINES CO,750000,46.25,34.688,1982-08-27,1982-08-25,2.0
58683,84474110,4511,SOUTHWEST AIRLINES CO,1200000,32.0,38.4,1983-02-23,1983-02-15,8.0
71854,84603710,6311,SOVEREIGN CORP,1250000,7.5,9.375,1981-03-25,1981-02-26,27.0
71854,84603710,6311,SOVEREIGN CORP,1000000,7.0,7.0,1981-09-25,1981-09-08,17.0
71854,84603710,6311,SOVEREIGN CORP,2000000,9.0,18.0,1983-02-16,1983-01-26,21.0
72056,84757110,3662,SPECTRADYNE INC,800000,17.5,14.0,1983-07-07,1983-06-09,28.0
72072,84759810,3220,SPECTRAN CORP,725000,16.375,11.872,1985-10-11,1985-08-16,56.0
72128,84761510,3679,SPECTRUM CONTROL INC,850000,6.5,5.525,1981-02-25,1981-01-21,35.0
14525,84835510,3573,SPERRY CORP,6000000,37.5,225.0,1983-06-15,1983-05-18,28.0
20079,85220610,3622,SQUARE D CO,1600000,25.625,41.0,1980-09-16,1980-09-04,12.0
68292,81630010,6711,SRI CORP,450000,18.5,8.325,1980-03-04,1980-02-13,20.0
68292,81630010,6711,SRI CORP,1000000,22.0,22.0,1981-06-03,1981-05-19,15.0
68591,79084910,3842,ST JUDE MEDICAL INC,210000,6.5,1.365,1977-12-13,,
59459,79286010,6331,ST. PAUL COS,2600000,98.0,254.8,1986-03-13,1986-03-11,2.0
72478,85360810,3559,STANDARD LOGIC INC,1250000,5.0,6.25,1983-03-24,1983-02-08,44.0
72486,85362610,3577,STANDARD MICROSYSTEMS,1400000,22.375,31.325,1983-04-26,1983-03-31,26.0
39220,85366610,3694,STANDARD MOTOR PRODUCTS,600000,16.0,9.6,1982-03-24,1982-02-19,33.0
21450,85373410,2911,STANDARD OIL CO OH,920000,70.5,64.86,1975-10-02,,
72494,85388710,2761,STANDARD REGISTER CO,1500000,32.0,48.0,1986-10-22,1986-09-12,40.0
62412,85766010,1311,STATEX PETROLEUM INC,160000,23.125,3.7,1981-01-15,1980-12-23,23.0
72398,85318110,700,STD-BRED PACERS & TROTS,500000,6.625,3.313,1983-04-14,1983-02-23,50.0
72849,85835910,3523,STEIGER TRACTOR INC,900000,10.0,9.0,1984-02-15,1983-11-17,90.0
75189,86024C20,2759,STEVENS GRAPHICS CORP,1200000,9.5,11.4,1988-11-04,1988-10-04,31.0
72980,86037210,6361,STEWART INFO SVCS CORP,400000,25.5,10.2,1983-09-21,1983-07-13,70.0
72980,86037210,6361,STEWART INFO SVCS CORP,1000000,24.0,24.0,1986-03-25,1986-03-12,13.0
64653,86211010,6799,STORAGE EQUITIES INC,600000,16.25,9.75,1983-08-19,1983-07-20,30.0
64653,86211010,6799,STORAGE EQUITIES INC,2000000,20.5,41.0,1985-05-22,1985-05-07,15.0
58464,86211120,3577,STORAGE TECHNOLOGY CORP,1000000,20.0,20.0,1978-06-29,,
25611,86213110,4832,STORER BROADCASTING CO,2000000,24.875,49.75,1980-04-30,1980-02-14,76.0
25611,86213110,4832,STORER BROADCASTING CO,1900000,34.0,64.6,1981-07-22,1981-06-25,27.0
68305,78481510,7374,STSC INC,300000,21.25,6.375,1981-02-18,1981-01-26,23.0
73147,86376110,2670,STUART HALL CO INC,650000,6.75,4.388,1986-05-08,1986-04-14,24.0
62711,86511210,3563,SULLAIR CORP,750000,24.0,18.0,1981-05-14,1981-04-14,30.0
73323,86562940,2834,SUMMA MEDICAL CORP,700000,3.375,2.363,1982-08-04,1982-05-05,91.0
92145,86563C10,6025,SUMMCORP,600000,42.75,25.65,1986-04-10,1986-03-21,20.0
18796,86664510,2893,SUN CHEMICAL CORP,500000,26.75,13.375,1981-03-26,1981-03-19,7.0
48645,86671310,3811,SUN ELECTRIC CORP,800000,23.125,18.5,1979-12-18,1979-12-03,15.0
48645,86671310,3811,SUN ELECTRIC CORP,600000,21.75,13.05,1980-07-01,1980-06-17,14.0
26454,86732310,3541,SUNDSTRAND CORP,1000000,17.125,17.125,1975-10-16,1975-09-06,40.0
10108,86736310,7374,SUNGARD DATA SYSTEMS INC,1200000,18.25,21.9,1987-03-17,1987-03-10,7.0
20693,86783310,1044,SUNSHINE MINING CO,1000000,14.5,14.5,1983-01-07,,
20693,86783310,1044,SUNSHINE MINING CO,1200000,15.75,18.9,1983-07-15,1983-06-30,15.0
20693,86783310,1044,SUNSHINE MINING CO,12000000,7.0,84.0,1987-07-31,1987-06-24,37.0
54471,86788410,5141,SUPER FOOD SERVICES INC,600000,27.375,16.425,1983-07-07,1983-06-17,20.0
44951,86853610,5141,SUPER VALU STORES INC,600000,24.0,14.4,1975-11-25,,
11857,86804710,3571,SUPERCOMPUTING SOLUTIONS,2000000,3.5,7.0,1989-10-27,1989-09-01,56.0
63351,53191120,8082,SUPERIOR CARE INC,2200000,3.0,6.6,1981-01-06,1980-11-28,39.0
66739,87073810,1311,SWIFT ENERGY CO,600000,10.625,6.375,1989-09-29,1989-09-01,28.0
73905,87123510,7373,SYKES DATATRONICS INC,350000,18.0,6.3,1980-04-29,1980-03-20,40.0
73905,87123510,7373,SYKES DATATRONICS INC,350000,31.75,11.113,1981-01-09,1980-12-04,36.0
92217,87151220,3577,SYMBOLICS INC,3500000,10.25,35.875,1985-06-11,1985-05-20,22.0
73956,87156610,2835,SYNBIOTICS CORP,525000,8.75,4.594,1986-07-16,1986-04-30,77.0
73956,87156610,2835,SYNBIOTICS CORP,1500000,8.5,12.75,1987-06-03,1987-04-16,48.0
74617,87537010,7372,TANDEM COMPUTERS INC,650000,36.0,23.4,1979-11-28,1979-11-13,15.0
74617,87537010,7372,TANDEM COMPUTERS INC,1400000,66.5,93.1,1980-11-24,1980-11-11,13.0
74625,87291810,3571,TANDON CORP,1800000,29.5,53.1,1981-11-25,1981-11-03,22.0
74625,87291810,3571,TANDON CORP,3000000,31.0,93.0,1982-11-22,1982-11-12,10.0
58800,09792410,5712,TANDY BRANDS INC,800000,13.375,10.7,1989-02-09,1989-02-03,6.0
76022,87224510,5812,TCBY ENTERPRISES INC,450000,19.375,8.719,1985-08-14,1985-07-31,14.0
64661,87854010,3661,TECHNICOM INTERNATL INC,1100000,24.5,26.95,1983-04-19,1983-03-16,34.0
37196,87830810,3629,TECH-SYM CORP,800000,8.75,7.0,1982-06-15,1982-05-26,20.0
37196,87830810,3629,TECH-SYM CORP,450000,21.125,9.506,1983-08-04,1983-07-18,17.0
74924,87873610,3572,TECHTRAN INDUSTRIES INC,300000,6.375,1.913,1980-08-06,,
75062,87927210,1389,TELECO OILFIELD SVCS INC,600000,21.0,12.6,1981-04-23,,
75089,87262310,1731,TELECOM PLUS INTL INC,650000,18.25,11.863,1981-06-03,,
75089,87262310,1731,TELECOM PLUS INTL INC,2000000,24.25,48.5,1983-04-20,1983-04-05,15.0
75030,87924010,4841,TELE-COMMUNICATIONS INC,1800000,29.0,52.2,1981-04-14,1981-03-31,14.0
65082,92823610,3661,TELECONCEPTS CORP,315000,18.5,5.828,1982-09-30,1982-09-03,27.0
75118,87930110,7389,TELECREDIT INC,500000,26.375,13.188,1981-08-12,1981-06-22,51.0
44329,87936910,3728,TELEFLEX INC,500000,33.5,16.75,1983-03-18,1983-03-02,16.0
75300,87990310,6711,TELENET CORP,400000,12.25,4.9,1978-06-22,,
63773,87943310,6711,TELEPHONE & DATA SYSTEMS,1000000,7.875,7.875,1982-06-23,1982-05-25,29.0
63773,87943310,6711,TELEPHONE & DATA SYSTEMS,1000000,14.0,14.0,1982-11-23,1982-11-08,15.0
63773,87943310,6711,TELEPHONE & DATA SYSTEMS,1000000,8.75,8.75,1984-12-07,1984-11-16,21.0
63773,87943310,6711,TELEPHONE & DATA SYSTEMS,2000000,39.125,78.25,1989-04-11,1989-03-29,13.0
63773,87943310,6711,TELEPHONE & DATA SYSTEMS,1500000,37.625,56.438,1989-11-07,1989-10-24,14.0
69024,54415710,7824,TELEPICTURES CORP,1500000,6.875,10.313,1981-07-28,1981-04-28,91.0
64813,87990810,3661,TELESPHERE INTL INC,900000,11.75,10.575,1982-05-25,,
64813,87990810,3661,TELESPHERE INTL INC,2000000,15.75,31.5,1983-04-19,1983-03-31,19.0
44812,87957310,3842,TELEX CORP,1500000,8.0,12.0,1978-08-24,1978-08-01,23.0
75273,87970010,3578,TELXON CORP,1000000,16.0,16.0,1985-07-25,1985-07-09,16.0
51369,88077010,3823,TERADYNE INC,500000,35.75,17.875,1979-12-20,1979-12-12,8.0
75540,88079010,3861,TERMINAL DATA CORP,525000,11.5,6.038,1982-01-28,1981-12-15,44.0
60388,21080210,4512,TEXAS AIR CORP,3500000,12.5,43.75,1982-11-19,1982-11-08,11.0
60388,21080210,4512,TEXAS AIR CORP,2500000,19.125,47.813,1985-08-16,1985-07-30,17.0
60388,21080210,4512,TEXAS AIR CORP,4000000,32.25,129.0,1986-05-19,1986-05-05,14.0
60388,21080210,4512,TEXAS AIR CORP,5000000,38.0,190.0,1986-10-31,1986-10-21,10.0
60388,21080210,4512,TEXAS AIR CORP,4000000,48.25,193.0,1987-02-27,,
60388,21080210,4512,TEXAS INTERNATL AIRLINES,1043065,9.625,10.04,1978-11-29,,
62447,88308430,3825,TEXSCAN CORP,400000,21.75,8.7,1980-11-13,1980-09-19,55.0
62447,88308430,3825,TEXSCAN CORP,650000,18.625,12.106,1981-06-23,1981-05-27,27.0
23579,88320310,3728,TEXTRON INC,4000000,47.25,189.0,1985-09-23,1985-08-29,25.0
23579,88320310,3728,TEXTRON INC,4800000,29.0,139.2,1987-05-28,1987-05-06,22.0
82983,96946810,6311,THE A.L. WILLIAMS CORP,2750000,8.25,22.688,1985-01-17,1984-12-07,41.0
64514,00756610,6211,THE ADVEST GROUP INC,1750000,10.875,19.031,1985-02-27,1985-01-30,28.0
85279,01650510,2030,THE ALL AMER GOURMET CO,1000000,13.5,13.5,1986-08-22,1986-08-07,15.0
12140,38238810,3011,THE B.F. GOODRICH CO,1450000,55.0,79.75,1987-10-12,1987-09-22,20.0
59192,17123210,6711,THE CHUBB CORP,3500000,63.5,222.25,1986-02-04,1986-01-31,4.0
48047,17257610,6711,THE CIRCLE K CORP,1250000,11.625,14.531,1981-12-10,1981-12-01,9.0
46578,18905410,2842,THE CLOROX CO,2000000,27.875,55.75,1983-09-07,1983-08-17,21.0
28090,23254310,3690,THE CYCLOTRON CORP,250000,16.5,4.125,1981-04-14,,
31341,21036R10,3079,THE DORSEY CORP,1000000,25.0,25.0,1981-04-28,1981-04-03,25.0
43385,26188510,6211,THE DREYFUS CORP,1750000,103.375,180.906,1986-03-06,1986-02-27,7.0
36805,33941610,4522,THE FLIGHT INTERNATL GRP,1000000,12.0,12.0,1988-08-18,1988-07-15,34.0
66560,06690610,5632,THE FUR VAULT INC,1330000,11.25,14.963,1987-02-04,1987-02-02,2.0
66181,43707610,5211,THE HOME DEPOT INC,2600000,17.0,44.2,1986-10-16,1986-09-22,24.0
64602,50022710,6711,THE KOGER CO,1250000,19.0,23.75,1983-01-11,1982-12-03,39.0
64602,50022710,6711,THE KOGER CO,1350000,25.25,34.088,1985-01-11,1984-12-18,24.0
24731,53625710,3674,THE LIONEL CORP,1000000,7.75,7.75,1980-12-17,1980-12-05,12.0
10513,53631010,2836,THE LIPOSOME CO INC,1000000,6.875,6.875,1987-06-11,1987-05-04,38.0
25507,50221010,3316,THE LTV CORP,4000000,24.5,98.0,1981-05-28,1981-04-29,29.0
53516,60830210,3011,THE MOHAWK RUBBER CO,350000,17.625,6.169,1981-06-11,1981-05-19,23.0
55642,67740110,2515,THE OHIO MATTRESS CO,3000000,14.0,42.0,1984-01-27,1984-01-19,8.0
72389,69143510,5093,THE OXFORD ENERGY CO,1200000,9.5,11.4,1987-04-16,1987-03-31,16.0
27713,71404110,3825,THE PERKIN-ELMER CORP,1000000,39.125,39.125,1980-04-15,1980-03-05,41.0
16360,72151010,2045,THE PILLSBURY CO,1500000,41.75,62.625,1981-06-02,1981-05-08,25.0
64064,74144010,5331,THE PRICE CO,1000000,31.5,31.5,1982-10-14,1982-09-13,31.0
64390,74331510,6311,THE PROGRESSIVE CORP,1200000,47.625,57.15,1986-01-14,1986-01-07,7.0
16715,85325810,5159,THE STD COMML TOBACCO CO,1100000,23.0,25.3,1986-08-20,,
36986,86209710,5411,THE STOP & SHOP COS INC,1000000,52.0,52.0,1983-09-16,1983-09-07,9.0
